256 256
23733 (23725.9,582.437) (23704.4,1164.52) (23668.7,1745.91) (23618.7,2326.24) (23554.5,2905.17) (23476.1,3482.35) (23383.6,4057.44) (23277,4630.08) (23156.3,5199.93) (23021.8,5766.65) (22873.3,6329.89) (22711.1,6889.33) (22535.2,7444.61) (22345.7,7995.41) (22142.7,8541.39) (21926.4,9082.23) (21696.9,9617.59) (21454.4,10147.2) (21198.9,10670.6) (20930.6,11187.7) (20649.8,11698) (20356.5,12201.2) (20050.9,12697.1) (19733.3,13185.3) (19403.7,13665.7) (19062.5,14137.7) (18709.8,14601.3) (18345.9,15056.1) (17970.8,15501.8) (17585,15938.1) (17188.6,16364.9) (16781.8,16781.8) (16364.9,17188.6) (15938.1,17585) (15501.8,17970.8) (15056.1,18345.9) (14601.3,18709.8) (14137.7,19062.5) (13665.7,19403.7) (13185.3,19733.3) (12697.1,20050.9) (12201.2,20356.5) (11698,20649.8) (11187.7,20930.6) (10670.6,21198.9) (10147.2,21454.4) (9617.59,21696.9) (9082.23,21926.4) (8541.39,22142.7) (7995.41,22345.7) (7444.61,22535.2) (6889.33,22711.1) (6329.89,22873.3) (5766.65,23021.8) (5199.93,23156.3) (4630.08,23277) (4057.44,23383.6) (3482.35,23476.1) (2905.17,23554.5) (2326.24,23618.7) (1745.91,23668.7) (1164.52,23704.4) (582.437,23725.9) (0,23733) (-582.437,23725.9) (-1164.52,23704.4) (-1745.91,23668.7) (-2326.24,23618.7) (-2905.17,23554.5) (-3482.35,23476.1) (-4057.44,23383.6) (-4630.08,23277) (-5199.93,23156.3) (-5766.65,23021.8) (-6329.89,22873.3) (-6889.33,22711.1) (-7444.61,22535.2) (-7995.41,22345.7) (-8541.39,22142.7) (-9082.23,21926.4) (-9617.59,21696.9) (-10147.2,21454.4) (-10670.6,21198.9) (-11187.7,20930.6) (-11698,20649.8) (-12201.2,20356.5) (-12697.1,20050.9) (-13185.3,19733.3) (-13665.7,19403.7) (-14137.7,19062.5) (-14601.3,18709.8) (-15056.1,18345.9) (-15501.8,17970.8) (-15938.1,17585) (-16364.9,17188.6) (-16781.8,16781.8) (-17188.6,16364.9) (-17585,15938.1) (-17970.8,15501.8) (-18345.9,15056.1) (-18709.8,14601.3) (-19062.5,14137.7) (-19403.7,13665.7) (-19733.3,13185.3) (-20050.9,12697.1) (-20356.5,12201.2) (-20649.8,11698) (-20930.6,11187.7) (-21198.9,10670.6) (-21454.4,10147.2) (-21696.9,9617.59) (-21926.4,9082.23) (-22142.7,8541.39) (-22345.7,7995.41) (-22535.2,7444.61) (-22711.1,6889.33) (-22873.3,6329.89) (-23021.8,5766.65) (-23156.3,5199.93) (-23277,4630.08) (-23383.6,4057.44) (-23476.1,3482.35) (-23554.5,2905.17) (-23618.7,2326.24) (-23668.7,1745.91) (-23704.4,1164.52) (-23725.9,582.437) -23733 (-23725.9,-582.437) (-23704.4,-1164.52) (-23668.7,-1745.91) (-23618.7,-2326.24) (-23554.5,-2905.17) (-23476.1,-3482.35) (-23383.6,-4057.44) (-23277,-4630.08) (-23156.3,-5199.93) (-23021.8,-5766.65) (-22873.3,-6329.89) (-22711.1,-6889.33) (-22535.2,-7444.61) (-22345.7,-7995.41) (-22142.7,-8541.39) (-21926.4,-9082.23) (-21696.9,-9617.59) (-21454.4,-10147.2) (-21198.9,-10670.6) (-20930.6,-11187.7) (-20649.8,-11698) (-20356.5,-12201.2) (-20050.9,-12697.1) (-19733.3,-13185.3) (-19403.7,-13665.7) (-19062.5,-14137.7) (-18709.8,-14601.3) (-18345.9,-15056.1) (-17970.8,-15501.8) (-17585,-15938.1) (-17188.6,-16364.9) (-16781.8,-16781.8) (-16364.9,-17188.6) (-15938.1,-17585) (-15501.8,-17970.8) (-15056.1,-18345.9) (-14601.3,-18709.8) (-14137.7,-19062.5) (-13665.7,-19403.7) (-13185.3,-19733.3) (-12697.1,-20050.9) (-12201.2,-20356.5) (-11698,-20649.8) (-11187.7,-20930.6) (-10670.6,-21198.9) (-10147.2,-21454.4) (-9617.59,-21696.9) (-9082.23,-21926.4) (-8541.39,-22142.7) (-7995.41,-22345.7) (-7444.61,-22535.2) (-6889.33,-22711.1) (-6329.89,-22873.3) (-5766.65,-23021.8) (-5199.93,-23156.3) (-4630.08,-23277) (-4057.44,-23383.6) (-3482.35,-23476.1) (-2905.17,-23554.5) (-2326.24,-23618.7) (-1745.91,-23668.7) (-1164.52,-23704.4) (-582.437,-23725.9) (0,-23733) (582.437,-23725.9) (1164.52,-23704.4) (1745.91,-23668.7) (2326.24,-23618.7) (2905.17,-23554.5) (3482.35,-23476.1) (4057.44,-23383.6) (4630.08,-23277) (5199.93,-23156.3) (5766.65,-23021.8) (6329.89,-22873.3) (6889.33,-22711.1) (7444.61,-22535.2) (7995.41,-22345.7) (8541.39,-22142.7) (9082.23,-21926.4) (9617.59,-21696.9) (10147.2,-21454.4) (10670.6,-21198.9) (11187.7,-20930.6) (11698,-20649.8) (12201.2,-20356.5) (12697.1,-20050.9) (13185.3,-19733.3) (13665.7,-19403.7) (14137.7,-19062.5) (14601.3,-18709.8) (15056.1,-18345.9) (15501.8,-17970.8) (15938.1,-17585) (16364.9,-17188.6) (16781.8,-16781.8) (17188.6,-16364.9) (17585,-15938.1) (17970.8,-15501.8) (18345.9,-15056.1) (18709.8,-14601.3) (19062.5,-14137.7) (19403.7,-13665.7) (19733.3,-13185.3) (20050.9,-12697.1) (20356.5,-12201.2) (20649.8,-11698) (20930.6,-11187.7) (21198.9,-10670.6) (21454.4,-10147.2) (21696.9,-9617.59) (21926.4,-9082.23) (22142.7,-8541.39) (22345.7,-7995.41) (22535.2,-7444.61) (22711.1,-6889.33) (22873.3,-6329.89) (23021.8,-5766.65) (23156.3,-5199.93) (23277,-4630.08) (23383.6,-4057.44) (23476.1,-3482.35) (23554.5,-2905.17) (23618.7,-2326.24) (23668.7,-1745.91) (23704.4,-1164.52) (23725.9,-582.437) 
24012 (24004.8,589.284) (23983.1,1178.21) (23946.9,1766.43) (23896.4,2353.59) (23831.4,2939.33) (23752.1,3523.29) (23658.5,4105.14) (23550.6,4684.51) (23428.6,5261.06) (23292.4,5834.44) (23142.2,6404.31) (22978.1,6970.32) (22800.1,7532.13) (22608.4,8089.4) (22403,8641.8) (22184.2,9188.99) (21952,9730.65) (21706.6,10266.5) (21448.1,10796.1) (21176.7,11319.2) (20892.5,11835.5) (20595.8,12344.6) (20286.6,12846.4) (19965.2,13340.4) (19631.8,13826.3) (19286.6,14303.9) (18929.8,14772.9) (18561.5,15233.1) (18182.1,15684) (17791.7,16125.5) (17390.6,16557.2) (16979,16979) (16557.2,17390.6) (16125.5,17791.7) (15684,18182.1) (15233.1,18561.5) (14772.9,18929.8) (14303.9,19286.6) (13826.3,19631.8) (13340.4,19965.2) (12846.4,20286.6) (12344.6,20595.8) (11835.5,20892.5) (11319.2,21176.7) (10796.1,21448.1) (10266.5,21706.6) (9730.65,21952) (9188.99,22184.2) (8641.8,22403) (8089.4,22608.4) (7532.13,22800.1) (6970.32,22978.1) (6404.31,23142.2) (5834.44,23292.4) (5261.06,23428.6) (4684.51,23550.6) (4105.14,23658.5) (3523.29,23752.1) (2939.33,23831.4) (2353.59,23896.4) (1766.43,23946.9) (1178.21,23983.1) (589.284,24004.8) (0,24012) (-589.284,24004.8) (-1178.21,23983.1) (-1766.43,23946.9) (-2353.59,23896.4) (-2939.33,23831.4) (-3523.29,23752.1) (-4105.14,23658.5) (-4684.51,23550.6) (-5261.06,23428.6) (-5834.44,23292.4) (-6404.31,23142.2) (-6970.32,22978.1) (-7532.13,22800.1) (-8089.4,22608.4) (-8641.8,22403) (-9188.99,22184.2) (-9730.65,21952) (-10266.5,21706.6) (-10796.1,21448.1) (-11319.2,21176.7) (-11835.5,20892.5) (-12344.6,20595.8) (-12846.4,20286.6) (-13340.4,19965.2) (-13826.3,19631.8) (-14303.9,19286.6) (-14772.9,18929.8) (-15233.1,18561.5) (-15684,18182.1) (-16125.5,17791.7) (-16557.2,17390.6) (-16979,16979) (-17390.6,16557.2) (-17791.7,16125.5) (-18182.1,15684) (-18561.5,15233.1) (-18929.8,14772.9) (-19286.6,14303.9) (-19631.8,13826.3) (-19965.2,13340.4) (-20286.6,12846.4) (-20595.8,12344.6) (-20892.5,11835.5) (-21176.7,11319.2) (-21448.1,10796.1) (-21706.6,10266.5) (-21952,9730.65) (-22184.2,9188.99) (-22403,8641.8) (-22608.4,8089.4) (-22800.1,7532.13) (-22978.1,6970.32) (-23142.2,6404.31) (-23292.4,5834.44) (-23428.6,5261.06) (-23550.6,4684.51) (-23658.5,4105.14) (-23752.1,3523.29) (-23831.4,2939.33) (-23896.4,2353.59) (-23946.9,1766.43) (-23983.1,1178.21) (-24004.8,589.284) -24012 (-24004.8,-589.284) (-23983.1,-1178.21) (-23946.9,-1766.43) (-23896.4,-2353.59) (-23831.4,-2939.33) (-23752.1,-3523.29) (-23658.5,-4105.14) (-23550.6,-4684.51) (-23428.6,-5261.06) (-23292.4,-5834.44) (-23142.2,-6404.31) (-22978.1,-6970.32) (-22800.1,-7532.13) (-22608.4,-8089.4) (-22403,-8641.8) (-22184.2,-9188.99) (-21952,-9730.65) (-21706.6,-10266.5) (-21448.1,-10796.1) (-21176.7,-11319.2) (-20892.5,-11835.5) (-20595.8,-12344.6) (-20286.6,-12846.4) (-19965.2,-13340.4) (-19631.8,-13826.3) (-19286.6,-14303.9) (-18929.8,-14772.9) (-18561.5,-15233.1) (-18182.1,-15684) (-17791.7,-16125.5) (-17390.6,-16557.2) (-16979,-16979) (-16557.2,-17390.6) (-16125.5,-17791.7) (-15684,-18182.1) (-15233.1,-18561.5) (-14772.9,-18929.8) (-14303.9,-19286.6) (-13826.3,-19631.8) (-13340.4,-19965.2) (-12846.4,-20286.6) (-12344.6,-20595.8) (-11835.5,-20892.5) (-11319.2,-21176.7) (-10796.1,-21448.1) (-10266.5,-21706.6) (-9730.65,-21952) (-9188.99,-22184.2) (-8641.8,-22403) (-8089.4,-22608.4) (-7532.13,-22800.1) (-6970.32,-22978.1) (-6404.31,-23142.2) (-5834.44,-23292.4) (-5261.06,-23428.6) (-4684.51,-23550.6) (-4105.14,-23658.5) (-3523.29,-23752.1) (-2939.33,-23831.4) (-2353.59,-23896.4) (-1766.43,-23946.9) (-1178.21,-23983.1) (-589.284,-24004.8) (0,-24012) (589.284,-24004.8) (1178.21,-23983.1) (1766.43,-23946.9) (2353.59,-23896.4) (2939.33,-23831.4) (3523.29,-23752.1) (4105.14,-23658.5) (4684.51,-23550.6) (5261.06,-23428.6) (5834.44,-23292.4) (6404.31,-23142.2) (6970.32,-22978.1) (7532.13,-22800.1) (8089.4,-22608.4) (8641.8,-22403) (9188.99,-22184.2) (9730.65,-21952) (10266.5,-21706.6) (10796.1,-21448.1) (11319.2,-21176.7) (11835.5,-20892.5) (12344.6,-20595.8) (12846.4,-20286.6) (13340.4,-19965.2) (13826.3,-19631.8) (14303.9,-19286.6) (14772.9,-18929.8) (15233.1,-18561.5) (15684,-18182.1) (16125.5,-17791.7) (16557.2,-17390.6) (16979,-16979) (17390.6,-16557.2) (17791.7,-16125.5) (18182.1,-15684) (18561.5,-15233.1) (18929.8,-14772.9) (19286.6,-14303.9) (19631.8,-13826.3) (19965.2,-13340.4) (20286.6,-12846.4) (20595.8,-12344.6) (20892.5,-11835.5) (21176.7,-11319.2) (21448.1,-10796.1) (21706.6,-10266.5) (21952,-9730.65) (22184.2,-9188.99) (22403,-8641.8) (22608.4,-8089.4) (22800.1,-7532.13) (22978.1,-6970.32) (23142.2,-6404.31) (23292.4,-5834.44) (23428.6,-5261.06) (23550.6,-4684.51) (23658.5,-4105.14) (23752.1,-3523.29) (23831.4,-2939.33) (23896.4,-2353.59) (23946.9,-1766.43) (23983.1,-1178.21) (24004.8,-589.284) 
24397 (24389.7,598.732) (24367.6,1197.1) (24330.9,1794.75) (24279.5,2391.32) (24213.5,2986.45) (24132.9,3579.78) (24037.8,4170.96) (23928.2,4759.62) (23804.2,5345.41) (23665.9,5927.99) (23513.2,6506.99) (23346.5,7082.08) (23165.6,7652.89) (22970.9,8219.1) (22762.2,8780.36) (22539.9,9336.33) (22304,9886.67) (22054.6,10431.1) (21792,10969.2) (21516.2,11500.7) (21227.5,12025.2) (20926,12542.6) (20611.9,13052.3) (20285.4,13554.2) (19946.6,14048) (19595.9,14533.3) (19233.3,15009.8) (18859.1,15477.3) (18473.6,15935.5) (18077,16384) (17669.5,16822.7) (17251.3,17251.3) (16822.7,17669.5) (16384,18077) (15935.5,18473.6) (15477.3,18859.1) (15009.8,19233.3) (14533.3,19595.9) (14048,19946.6) (13554.2,20285.4) (13052.3,20611.9) (12542.6,20926) (12025.2,21227.5) (11500.7,21516.2) (10969.2,21792) (10431.1,22054.6) (9886.67,22304) (9336.33,22539.9) (8780.36,22762.2) (8219.1,22970.9) (7652.89,23165.6) (7082.08,23346.5) (6506.99,23513.2) (5927.99,23665.9) (5345.41,23804.2) (4759.62,23928.2) (4170.96,24037.8) (3579.78,24132.9) (2986.45,24213.5) (2391.32,24279.5) (1794.75,24330.9) (1197.1,24367.6) (598.732,24389.7) (0,24397) (-598.732,24389.7) (-1197.1,24367.6) (-1794.75,24330.9) (-2391.32,24279.5) (-2986.45,24213.5) (-3579.78,24132.9) (-4170.96,24037.8) (-4759.62,23928.2) (-5345.41,23804.2) (-5927.99,23665.9) (-6506.99,23513.2) (-7082.08,23346.5) (-7652.89,23165.6) (-8219.1,22970.9) (-8780.36,22762.2) (-9336.33,22539.9) (-9886.67,22304) (-10431.1,22054.6) (-10969.2,21792) (-11500.7,21516.2) (-12025.2,21227.5) (-12542.6,20926) (-13052.3,20611.9) (-13554.2,20285.4) (-14048,19946.6) (-14533.3,19595.9) (-15009.8,19233.3) (-15477.3,18859.1) (-15935.5,18473.6) (-16384,18077) (-16822.7,17669.5) (-17251.3,17251.3) (-17669.5,16822.7) (-18077,16384) (-18473.6,15935.5) (-18859.1,15477.3) (-19233.3,15009.8) (-19595.9,14533.3) (-19946.6,14048) (-20285.4,13554.2) (-20611.9,13052.3) (-20926,12542.6) (-21227.5,12025.2) (-21516.2,11500.7) (-21792,10969.2) (-22054.6,10431.1) (-22304,9886.67) (-22539.9,9336.33) (-22762.2,8780.36) (-22970.9,8219.1) (-23165.6,7652.89) (-23346.5,7082.08) (-23513.2,6506.99) (-23665.9,5927.99) (-23804.2,5345.41) (-23928.2,4759.62) (-24037.8,4170.96) (-24132.9,3579.78) (-24213.5,2986.45) (-24279.5,2391.32) (-24330.9,1794.75) (-24367.6,1197.1) (-24389.7,598.732) -24397 (-24389.7,-598.732) (-24367.6,-1197.1) (-24330.9,-1794.75) (-24279.5,-2391.32) (-24213.5,-2986.45) (-24132.9,-3579.78) (-24037.8,-4170.96) (-23928.2,-4759.62) (-23804.2,-5345.41) (-23665.9,-5927.99) (-23513.2,-6506.99) (-23346.5,-7082.08) (-23165.6,-7652.89) (-22970.9,-8219.1) (-22762.2,-8780.36) (-22539.9,-9336.33) (-22304,-9886.67) (-22054.6,-10431.1) (-21792,-10969.2) (-21516.2,-11500.7) (-21227.5,-12025.2) (-20926,-12542.6) (-20611.9,-13052.3) (-20285.4,-13554.2) (-19946.6,-14048) (-19595.9,-14533.3) (-19233.3,-15009.8) (-18859.1,-15477.3) (-18473.6,-15935.5) (-18077,-16384) (-17669.5,-16822.7) (-17251.3,-17251.3) (-16822.7,-17669.5) (-16384,-18077) (-15935.5,-18473.6) (-15477.3,-18859.1) (-15009.8,-19233.3) (-14533.3,-19595.9) (-14048,-19946.6) (-13554.2,-20285.4) (-13052.3,-20611.9) (-12542.6,-20926) (-12025.2,-21227.5) (-11500.7,-21516.2) (-10969.2,-21792) (-10431.1,-22054.6) (-9886.67,-22304) (-9336.33,-22539.9) (-8780.36,-22762.2) (-8219.1,-22970.9) (-7652.89,-23165.6) (-7082.08,-23346.5) (-6506.99,-23513.2) (-5927.99,-23665.9) (-5345.41,-23804.2) (-4759.62,-23928.2) (-4170.96,-24037.8) (-3579.78,-24132.9) (-2986.45,-24213.5) (-2391.32,-24279.5) (-1794.75,-24330.9) (-1197.1,-24367.6) (-598.732,-24389.7) (0,-24397) (598.732,-24389.7) (1197.1,-24367.6) (1794.75,-24330.9) (2391.32,-24279.5) (2986.45,-24213.5) (3579.78,-24132.9) (4170.96,-24037.8) (4759.62,-23928.2) (5345.41,-23804.2) (5927.99,-23665.9) (6506.99,-23513.2) (7082.08,-23346.5) (7652.89,-23165.6) (8219.1,-22970.9) (8780.36,-22762.2) (9336.33,-22539.9) (9886.67,-22304) (10431.1,-22054.6) (10969.2,-21792) (11500.7,-21516.2) (12025.2,-21227.5) (12542.6,-20926) (13052.3,-20611.9) (13554.2,-20285.4) (14048,-19946.6) (14533.3,-19595.9) (15009.8,-19233.3) (15477.3,-18859.1) (15935.5,-18473.6) (16384,-18077) (16822.7,-17669.5) (17251.3,-17251.3) (17669.5,-16822.7) (18077,-16384) (18473.6,-15935.5) (18859.1,-15477.3) (19233.3,-15009.8) (19595.9,-14533.3) (19946.6,-14048) (20285.4,-13554.2) (20611.9,-13052.3) (20926,-12542.6) (21227.5,-12025.2) (21516.2,-11500.7) (21792,-10969.2) (22054.6,-10431.1) (22304,-9886.67) (22539.9,-9336.33) (22762.2,-8780.36) (22970.9,-8219.1) (23165.6,-7652.89) (23346.5,-7082.08) (23513.2,-6506.99) (23665.9,-5927.99) (23804.2,-5345.41) (23928.2,-4759.62) (24037.8,-4170.96) (24132.9,-3579.78) (24213.5,-2986.45) (24279.5,-2391.32) (24330.9,-1794.75) (24367.6,-1197.1) (24389.7,-598.732) 
24701 (24693.6,606.193) (24671.2,1212.02) (24634.1,1817.12) (24582.1,2421.12) (24515.2,3023.67) (24433.6,3624.39) (24337.3,4222.93) (24226.4,4818.93) (24100.8,5412.02) (23960.7,6001.85) (23806.2,6588.07) (23637.4,7170.32) (23454.3,7748.25) (23257.1,8321.52) (23045.9,8889.77) (22820.7,9452.66) (22581.9,10009.9) (22329.4,10561) (22063.5,11105.8) (21784.3,11644) (21492,12175.1) (21186.8,12698.9) (20868.7,13215) (20538.1,13723.1) (20195.2,14223) (19840,14714.4) (19472.9,15196.8) (19094.1,15670.1) (18703.8,16134) (18302.2,16588.2) (17889.6,17032.3) (17466.2,17466.2) (17032.3,17889.6) (16588.2,18302.2) (16134,18703.8) (15670.1,19094.1) (15196.8,19472.9) (14714.4,19840) (14223,20195.2) (13723.1,20538.1) (13215,20868.7) (12698.9,21186.8) (12175.1,21492) (11644,21784.3) (11105.8,22063.5) (10561,22329.4) (10009.9,22581.9) (9452.66,22820.7) (8889.77,23045.9) (8321.52,23257.1) (7748.25,23454.3) (7170.32,23637.4) (6588.07,23806.2) (6001.85,23960.7) (5412.02,24100.8) (4818.93,24226.4) (4222.93,24337.3) (3624.39,24433.6) (3023.67,24515.2) (2421.12,24582.1) (1817.12,24634.1) (1212.02,24671.2) (606.193,24693.6) (0,24701) (-606.193,24693.6) (-1212.02,24671.2) (-1817.12,24634.1) (-2421.12,24582.1) (-3023.67,24515.2) (-3624.39,24433.6) (-4222.93,24337.3) (-4818.93,24226.4) (-5412.02,24100.8) (-6001.85,23960.7) (-6588.07,23806.2) (-7170.32,23637.4) (-7748.25,23454.3) (-8321.52,23257.1) (-8889.77,23045.9) (-9452.66,22820.7) (-10009.9,22581.9) (-10561,22329.4) (-11105.8,22063.5) (-11644,21784.3) (-12175.1,21492) (-12698.9,21186.8) (-13215,20868.7) (-13723.1,20538.1) (-14223,20195.2) (-14714.4,19840) (-15196.8,19472.9) (-15670.1,19094.1) (-16134,18703.8) (-16588.2,18302.2) (-17032.3,17889.6) (-17466.2,17466.2) (-17889.6,17032.3) (-18302.2,16588.2) (-18703.8,16134) (-19094.1,15670.1) (-19472.9,15196.8) (-19840,14714.4) (-20195.2,14223) (-20538.1,13723.1) (-20868.7,13215) (-21186.8,12698.9) (-21492,12175.1) (-21784.3,11644) (-22063.5,11105.8) (-22329.4,10561) (-22581.9,10009.9) (-22820.7,9452.66) (-23045.9,8889.77) (-23257.1,8321.52) (-23454.3,7748.25) (-23637.4,7170.32) (-23806.2,6588.07) (-23960.7,6001.85) (-24100.8,5412.02) (-24226.4,4818.93) (-24337.3,4222.93) (-24433.6,3624.39) (-24515.2,3023.67) (-24582.1,2421.12) (-24634.1,1817.12) (-24671.2,1212.02) (-24693.6,606.193) -24701 (-24693.6,-606.193) (-24671.2,-1212.02) (-24634.1,-1817.12) (-24582.1,-2421.12) (-24515.2,-3023.67) (-24433.6,-3624.39) (-24337.3,-4222.93) (-24226.4,-4818.93) (-24100.8,-5412.02) (-23960.7,-6001.85) (-23806.2,-6588.07) (-23637.4,-7170.32) (-23454.3,-7748.25) (-23257.1,-8321.52) (-23045.9,-8889.77) (-22820.7,-9452.66) (-22581.9,-10009.9) (-22329.4,-10561) (-22063.5,-11105.8) (-21784.3,-11644) (-21492,-12175.1) (-21186.8,-12698.9) (-20868.7,-13215) (-20538.1,-13723.1) (-20195.2,-14223) (-19840,-14714.4) (-19472.9,-15196.8) (-19094.1,-15670.1) (-18703.8,-16134) (-18302.2,-16588.2) (-17889.6,-17032.3) (-17466.2,-17466.2) (-17032.3,-17889.6) (-16588.2,-18302.2) (-16134,-18703.8) (-15670.1,-19094.1) (-15196.8,-19472.9) (-14714.4,-19840) (-14223,-20195.2) (-13723.1,-20538.1) (-13215,-20868.7) (-12698.9,-21186.8) (-12175.1,-21492) (-11644,-21784.3) (-11105.8,-22063.5) (-10561,-22329.4) (-10009.9,-22581.9) (-9452.66,-22820.7) (-8889.77,-23045.9) (-8321.52,-23257.1) (-7748.25,-23454.3) (-7170.32,-23637.4) (-6588.07,-23806.2) (-6001.85,-23960.7) (-5412.02,-24100.8) (-4818.93,-24226.4) (-4222.93,-24337.3) (-3624.39,-24433.6) (-3023.67,-24515.2) (-2421.12,-24582.1) (-1817.12,-24634.1) (-1212.02,-24671.2) (-606.193,-24693.6) (0,-24701) (606.193,-24693.6) (1212.02,-24671.2) (1817.12,-24634.1) (2421.12,-24582.1) (3023.67,-24515.2) (3624.39,-24433.6) (4222.93,-24337.3) (4818.93,-24226.4) (5412.02,-24100.8) (6001.85,-23960.7) (6588.07,-23806.2) (7170.32,-23637.4) (7748.25,-23454.3) (8321.52,-23257.1) (8889.77,-23045.9) (9452.66,-22820.7) (10009.9,-22581.9) (10561,-22329.4) (11105.8,-22063.5) (11644,-21784.3) (12175.1,-21492) (12698.9,-21186.8) (13215,-20868.7) (13723.1,-20538.1) (14223,-20195.2) (14714.4,-19840) (15196.8,-19472.9) (15670.1,-19094.1) (16134,-18703.8) (16588.2,-18302.2) (17032.3,-17889.6) (17466.2,-17466.2) (17889.6,-17032.3) (18302.2,-16588.2) (18703.8,-16134) (19094.1,-15670.1) (19472.9,-15196.8) (19840,-14714.4) (20195.2,-14223) (20538.1,-13723.1) (20868.7,-13215) (21186.8,-12698.9) (21492,-12175.1) (21784.3,-11644) (22063.5,-11105.8) (22329.4,-10561) (22581.9,-10009.9) (22820.7,-9452.66) (23045.9,-8889.77) (23257.1,-8321.52) (23454.3,-7748.25) (23637.4,-7170.32) (23806.2,-6588.07) (23960.7,-6001.85) (24100.8,-5412.02) (24226.4,-4818.93) (24337.3,-4222.93) (24433.6,-3624.39) (24515.2,-3023.67) (24582.1,-2421.12) (24634.1,-1817.12) (24671.2,-1212.02) (24693.6,-606.193) 
